current_positions,target_positions,action_times
-0.001390392915492984,0.2,0.009698152542114258
-0.0013887488188743396,0.2,0.009535551071166992
-0.0013631644638336942,0.2,0.009152412414550781
-0.00021791434030242777,0.2,0.009146451950073242
0.0028628071171410948,0.2,0.009149551391601562
0.007023353786223937,0.2,0.009422779083251953
0.012243356458911845,0.2,0.009158134460449219
0.0186755338318607,0.2,0.009434938430786133
0.02764808379784707,0.2,0.009099006652832031
0.03664601793131343,0.2,0.009189605712890625
0.042284100253374486,0.2,0.009535789489746094
0.05261212842887674,0.2,0.009502172470092773
0.0588232589422102,0.2,0.00921630859375
0.06307110914210896,0.2,0.009140729904174805
0.0681599885843861,0.2,0.009150505065917969
0.07080513731481404,0.2,0.009410858154296875
0.07169153255767689,0.2,0.009151935577392578
0.07083775315636098,0.2,0.009243488311767578
0.07103446093475936,0.2,0.009155035018920898
0.07330863924714434,0.2,0.009145975112915039
0.07330863924714434,0.2,0.009140729904174805
0.07330863924714434,0.2,0.009135007858276367
0.07330863924714434,0.2,0.00912785530090332
0.07330863924714434,0.2,0.009138822555541992
0.07330863924714434,0.2,0.009169816970825195
0.07330863924714434,0.2,0.009164810180664062
0.07330863924714434,0.2,0.009138822555541992
0.07330863924714434,0.2,0.009134054183959961
0.07330863924714434,0.2,0.009133577346801758
0.07330863924714434,0.2,0.009144067764282227
0.07330863924714434,0.2,0.009136676788330078
0.07330863924714434,0.2,0.009139299392700195
0.07330863924714434,0.2,0.009145498275756836
0.07330863924714434,0.2,0.009140968322753906
0.07330863924714434,0.2,0.009160518646240234
0.07330863924714434,0.2,0.009145021438598633
0.07330863924714434,0.2,0.00915837287902832
0.07330863924714434,0.2,0.00916600227355957
0.07330863924714434,0.2,0.009152412414550781
0.07330863924714434,0.2,0.009154796600341797
0.07330863924714434,0.2,0.009454965591430664
0.07748333298299012,0.2,0.028752565383911133
0.07742105331325165,0.2,0.009271383285522461
0.07834552056678397,0.2,0.00914764404296875
0.08115620029808564,0.2,0.009421825408935547
0.08528652719312056,0.2,0.009140968322753906
0.09004460627843582,0.2,0.0091705322265625
0.09456332249372125,0.2,0.009147882461547852
0.09749192665157355,0.2,0.00914907455444336
0.09749192665157355,0.2,0.0091400146484375
0.09749192665157355,0.2,0.009140491485595703
0.09749192665157355,0.2,0.009140968322753906
0.09749192665157355,0.2,0.009140253067016602
0.09749192665157355,0.2,0.009142875671386719
0.09749192665157355,0.2,0.009140491485595703
0.09749192665157355,0.2,0.009141206741333008
0.09749192665157355,0.2,0.009139299392700195
0.09749192665157355,0.2,0.009139776229858398
0.09749192665157355,0.2,0.009139060974121094
0.09749192665157355,0.2,0.009136676788330078
0.09749192665157355,0.2,0.009138822555541992
0.09749192665157355,0.2,0.00913691520690918
0.09749192665157355,0.2,0.009136676788330078
0.09749192665157355,0.2,0.009140729904174805
0.09749192665157355,0.2,0.00915074348449707
0.09749192665157355,0.2,0.00914311408996582
0.09749192665157355,0.2,0.00913381576538086
0.09749192665157355,0.2,0.00913548469543457
0.09749192665157355,0.2,0.009147882461547852
0.09749192665157355,0.2,0.009410381317138672
0.1000959652335552,0.2,0.02979421615600586
0.1003907382087809,0.2,0.009151458740234375
0.10190199490234671,0.2,0.009183168411254883
0.1049957012276614,0.2,0.0092926025390625
0.10971241685283264,0.2,0.009321212768554688
0.1143162253349704,0.2,0.009526252746582031
0.11623748176583873,0.2,0.009307861328125
0.11692504039133318,0.2,0.009164810180664062
0.11751167656250965,0.2,0.009138345718383789
0.12096736857048722,0.2,0.009147167205810547
0.12183938061530412,0.2,0.00917363166809082
0.12183938061530412,0.2,0.009168863296508789
0.12183938061530412,0.2,0.009166717529296875
0.12183938061530412,0.2,0.00916433334350586
0.12183938061530412,0.2,0.009167909622192383
0.12183938061530412,0.2,0.009170293807983398
0.12183938061530412,0.2,0.009167194366455078
0.12183938061530412,0.2,0.009222030639648438
0.12183938061530412,0.2,0.009161949157714844
0.12183938061530412,0.2,0.009171724319458008
0.12183938061530412,0.2,0.009167909622192383
0.12183938061530412,0.2,0.009168148040771484
0.12183938061530412,0.2,0.00916910171508789
0.12183938061530412,0.2,0.009169340133666992
0.12183938061530412,0.2,0.00916910171508789
0.12183938061530412,0.2,0.009168863296508789
0.12183938061530412,0.2,0.009168148040771484
0.12183938061530412,0.2,0.009166717529296875
0.12183938061530412,0.2,0.00917196273803711
0.12183938061530412,0.2,0.009162187576293945
